Fa_sentenc,En_aspect,En_sentiment
اثر انگشتش سرعت معمولی داره. شارژ سریع نداره و با استفاده مداوم باید ۳ ساعت در روز شارژ بشه. کارت حافظه بالای ۳۲ میتونه بهتر جواب بده تا زود پر نشه. تو شیش ما استفاده راضیم ,"['اثر انگشتش', ' سرعت معمولی داره', ' شارژ سریع نداره', ' با استفاده مداوم باید ۳ ساعت در روز شارژ بشه', ' کارت حافظه بالای ۳۲ میتونه بهتر جواب بده', ' تو شیش ما استفاده راضیم']","[' Neutral', ' Neutral', ' Negative', ' Negative', ' Neutral', ' Positive']"
اجناسی که گارانتی فیوچر دارن بدرد نمیخورن چون کیفیتشون پایینه دلیلشم تو گوگل سرچ کنید ,"['اجناسی', ' گارانتی فیوچر', ' کیفیت']","[' Negative', ' Negative', ' Negative']"
احساس میکنی روی چوب خوابیدی. من به شخصه بالش سفت دوست دارم اما این دیگه خیلی سفته. بعد از یک شب خواب احساس فشار زیاد به سر و گردن دارم. ,"['بالش سفت', ' احساس فشار زیاد به سر و گردن']","[' Neutral', ' Negative']"
اخرش بعد اونهمه کش و قوس و بالا پایین کردن گوشیهای همرده وحساسیت بسیار دلو زدم به دریا و رفتم از محلمون گرفتم. راجب صفحه باید بگم که از لحاظ زاویه دید خیلی عالی هستش واصلا اذیت نمیکنه باطری که فوق العاده و خوب جواب میده من که باحاش دو روز کار میکنم در کل اگه کسی خواست بخره تو این رنج قیمت به نظرم سراغ مدل های مثل دیگه coreو … نره و تو خریدش شک نکنه ,"['صفحه', ' Excellent', ' باتری', ' Excellent', ' قیمت']",[' Neutral']
اخیرا توو پیشنهاد ویژه این محصولو تهیه کردم. به نسبت هزینه ای که کردم این بالش خیلی خوبه و همچنین برای شرایط بارداری و قد من. اما اگر قد شما بیشتر از ۱۶۵ هست استفاده این بالش واستون مناسب نیست. و پاهاتون درد می گیره. کیفیت پارچه و همچنین رنگ اون خیلی خوب هست. ,"['بالش', ' قیمت بالش', ' فشار بارداری و قد', ' پارچه', ' رنگ']","[' Positive', ' Neutral', ' Neutral', ' Positive', ' Positive']"
ادعا شده ساخت کره و مونتاژ ایرانه در نوع خودش بسیار باکیفیت و مناسبه یخچال بزرگ اما فریزر متوسط بر خلاف نظر دوستان صدایی نمیشنوم ازش یخسازش یه جعبه است که میشه هر جای فریزر گذاشت طبقات قلق دارن و روش کار باهاشون دستتون بیاد راحت باز میشن دقت کنید عرض درها زیاده و باید غیر از جای خود یخچال جای کافی برای باز شدن دربها داشته باشید ,"['ساخت کره و مونتاژ ایرانه در نوع خودش بسیار باکیفیت و مناسبه یخچال بزرگ اما فریزر متوسط', ' بر خلاف نظر دوستان صدایی نمیشنوم ازش', ' یخسازش یه جعبه است که میشه هر جای فریزر گذاشت طبقات قلق دارن و روش کار باهاشون دستتون بیاد راحت باز میشن', ' دقت کنید عرض درها زیاده و باید غیر از جای خود یخچال جای کافی برای باز شدن دربها داشته باشید']","[' Neutral', ' Positive', ' Neutral', ' Neutral']"
ادکلن وانیلی -چوبی با پخش بوی فوق العاده ضعیف و ماندگاری متوسط البته همون طور که از اسمش پیداست انتظار پخش بوی زیاد نباید داشت ,['ادکلن وانیلی'],[' Positive']
ادکلنی خنک شیرین ورایحهای اقیانوسی در ابتدا بویی خنک داره ودر انتها کمی شیرین میشه البته شیرینی ملایم من از سایت دیگری با قیمت کمتر خریدم و با چک کردن بچکد اصل بودن اون هم تایید شد ولی پخش بوی این ادکلن خیلی کم بود کم که نه بوی بدی نداره واحتمالا همه خوششون میاد ولی بوی تکراری هم داره واصلا جدید وخاص نیست درکنار این پخش ضعیف نیم ساعت وماندگاری متوسط وقیمت بالا رو که بذاریم حداقل برای من خریدش هیچ توجیهی نداره و بجای اون با این قیمت خیلی ادکلن بهتر وجود داره ,"['ادکلنی', ' شیرینی', ' قیمت', ' پخش بوی', ' ماندگاری']","[' Negative', ' Neutral', ' Negative', ' Negative', ' Negative']"
ارتفاعش زیاده ,['ارتش زیاده\n        \n        ارتش'],[' Positive']
ارزش خرید داره ,['خرید داره'],[' Positive']
ارزش خرید داره شک نکنید ,['خرید داره'],[' Positive']
ارزش خرید داره گوشی کاملیه فقط سنسور قطب نما داشت عالی عالی میشد. ,"['گوشی', ' سنسور قطب نما']","[' Positive', ' Positive']"
ارزش خرید رو داره. ایا؟ ,['ارزش خرید رو داره ایا؟\n\nخرید'],[' Neutral']
ارزش خرید ندارد ,['خرید'],[' Negative']
ارزش خرید ندارد این گلس مربوط به می مکس یک نیست هوا میگیرد و صفحه نمایش را بدریخت میکند اما شفاف است فقط کاش سایز صفحه بود ,['product'],"[' Negative\nصفحه نمایش', ' Negative\nشفاف', ' Neutral\nسایز صفحه', ' Neutral']"
ارزش خرید نداره با هزینه کمتر میشه انر۸ یا میت ۱۰ لایت خرید هم زیبا تره هم امکاناتش بیشتره ,"['خرید', ' نرخ ENERGY', ' قیمت', ' امکانات']","[' Neutral', ' Negative', ' Negative', ' Positive']"
ارزش خرید نسبتا خوبی داره تو رنج قیمت خودش گوشی عالیه ,"['گوشی', ' رنج قیمت']","[' Positive', ' Neutral']"
ارزشمند در شگفت انگیز با s۸+ اهنگ گوش کردم و خوب و رضایت بخش بود بیس انچنانی نداشت اونجوری ک روی جعبه نوشته بود نشتی صداش متوسطه و بسیار سبکه و قابلیت تاشدن هم داره فکر کنم در دراز مدت لولاهاش ضعیف باشه و بشکنه و باید مواظب باشید ولی در کل با توجه به قیمتش میارزه ,"['گوشی', ' Medium']","[' Positive\nصدا', ' Neutral\nقابلیت تاشدن', ' Positive\nقیمت', ' Positive\nظرفیت باتری درระยะ بلند', ' Negative']"
ارسال جنس اشتباهی، من این مدل رو خریداری کردم وقتی اومد در خونه ی چیز دیگه بود مدل philips norecola کیسه محافظ هم روش نبود کیفیت بدنه هم پایین ,"['جنس اشتباهی', ' مدل philips norecola', ' کیسه محافظ', ' کیفیت بدنه']","[' Negative', ' Neutral', ' Negative', ' Negative']"
ارسال و بسته بندی: ۱-از نحوه ارسال و بسته بندی راضی نبودم پرینتر رو با کارتون اصلی خودش فرستادن و فاکتور رو چسپ کردن به اون و چندجا کارتون زدگی داشت و کلی گرد و خاک روش بود ۲- یکروز دیرتر از موعد مقرر بدستم رسید (خرم اباد) بررسی پرینتر: ۱- تمام قطعات کیفیت متوسط دارن مثل کابل و محتویات داخل کارتون ۲- کابل برق نیاز به یک تبدیل دو شاخه دارد ۳- روی کاغذ معمولی کیفیت مناسبی ندارد که این مشکل کلی همه جوهرافشانها هست و دلیل اون مایع بودن جوهر هست مثل ماژیک که وقتی روی برگه میکشی از پشت معلومه و به برگه نفوذ میکنه ۴- وقتی برگه تازه چاپ شده رو دست بکشید جوهر پخش میشه برای همین باید چند ثانیه صبر کنید تا خشک بشه ۵- سرعت چاپ سریعتر از چیزی بود که از یک جوهر افشان انتظار داشتم ۶- اگر برگه رو درست در قسمت مخزن قرار ندید کج چاپ میکنه و باید گیره مخصوص رو با اندازه کاغذ تنظیم کنید نتیجه گیری: در کل نسبت به قیمت کیفیتش مناسبه و اگر هم ضعف هایی داره به خاطر قیمت پایینش هست و در مدلهای بالاتر که گرونتر هم هستن این ضعفها جبران میشه به قول معروف هرچی پول بدی اش میخوری …! استفاده در منزل خوبه و پاسخگوی نیازها هست برای اقتصادی بودن بهتره مخزن نسبت کنید و بجای خرید کارتریج با قیمت بالا فقط باید جوهر بریزید توی مخزن که مقدار چاپ ۲۰برابر بیشتر میشه و در اخر من از ۱۰۰ به این پرینتر نمره ۷۵میدم موفق باشید ,"['اسنال و بسته بندی', '\nزمان تحویل', '\nکیفیت قطعات', ' Medium', '\nکیفیت چاپ روی کاغذ معمولی', '\nویژگی چاپ سریع', '\nویژگی چاپ با گیره مخصوص', '\nقیمت', '\nمخزن و جوهر بریزید توی مخزن']","[' Negative', ' Neutral', ' Negative', ' Positive', ' Neutral', ' Positive', ' Positive']"
